id,name,acronym,allen_ccf_id,allen_ccf_id_path,color_hex_triplet
292,Agranular insular area ventral part,AIv,119,997/8/567/688/695/315/95/119/,219866
293,Agranular insular area ventral part layer 1,AIv1,704,997/8/567/688/695/315/95/119/704/,219866
294,Agranular insular area ventral part layer 2/3,AIv2/3,694,997/8/567/688/695/315/95/119/694/,219866
295,Agranular insular area ventral part layer 5,AIv5,800,997/8/567/688/695/315/95/119/800/,219866
296,Agranular insular area ventral part layer 6a,AIv6a,675,997/8/567/688/695/315/95/119/675/,219866
297,Agranular insular area ventral part layer 6b,AIv6b,699,997/8/567/688/695/315/95/119/699/,219866
298,Retrosplenial area,RSP,254,997/8/567/688/695/315/254/,1AA698
299,Retrosplenial area lateral agranular part,RSPagl,894,997/8/567/688/695/315/254/894/,1AA698
300,Retrosplenial area lateral agranular part layer 1,RSPagl1,671,997/8/567/688/695/315/254/894/671/,1AA698
301,Retrosplenial area lateral agranular part layer 2/3,RSPagl2/3,965,997/8/567/688/695/315/254/894/965/,1AA698
302,Retrosplenial area lateral agranular part layer 5,RSPagl5,774,997/8/567/688/695/315/254/894/774/,1AA698
303,Retrosplenial area lateral agranular part layer 6a,RSPagl6a,906,997/8/567/688/695/315/254/894/906/,1AA698
304,Retrosplenial area lateral agranular part layer 6b,RSPagl6b,279,997/8/567/688/695/315/254/894/279/,1AA698
305,Mediomedial anterior visual area,VISmma,480149258,997/8/567/688/695/315/254/894/480149258/,1AA698
306,Mediomedial anterior visual area layer 1,VISmma1,480149262,997/8/567/688/695/315/254/894/480149258/480149262/,1AA698
307,Mediomedial anterior visual area layer 2/3,VISmma2/3,480149266,997/8/567/688/695/315/254/894/480149258/480149266/,1AA698
308,Mediomedial anterior visual area layer 4,VISmma4,480149270,997/8/567/688/695/315/254/894/480149258/480149270/,1AA698
309,Mediomedial anterior visual arealayer 5,VISmma5,480149274,997/8/567/688/695/315/254/894/480149258/480149274/,1AA698
310,Mediomedial anterior visual area layer 6a,VISmma6a,480149278,997/8/567/688/695/315/254/894/480149258/480149278/,1AA698
311,Mediomedial anterior visual area layer 6b,VISmma6b,480149282,997/8/567/688/695/315/254/894/480149258/480149282/,1AA698
312,Mediomedial posterior visual area,VISmmp,480149286,997/8/567/688/695/315/254/894/480149286/,1AA698
313,Mediomedial posterior visual area layer 1,VISmmp1,480149290,997/8/567/688/695/315/254/894/480149286/480149290/,1AA698
314,Mediomedial posterior visual area layer 2/3,VISmmp2/3,480149294,997/8/567/688/695/315/254/894/480149286/480149294/,1AA698
315,Mediomedial posterior visual area layer 4,VISmmp4,480149298,997/8/567/688/695/315/254/894/480149286/480149298/,1AA698
316,Mediomedial posterior visual arealayer 5,VISmmp5,480149302,997/8/567/688/695/315/254/894/480149286/480149302/,1AA698
317,Mediomedial posterior visual area layer 6a,VISmmp6a,480149306,997/8/567/688/695/315/254/894/480149286/480149306/,1AA698
318,Mediomedial posterior visual area layer 6b,VISmmp6b,480149310,997/8/567/688/695/315/254/894/480149286/480149310/,1AA698
319,Medial visual area,VISm,480149314,997/8/567/688/695/315/254/894/480149314/,1AA698
320,Medial visual area layer 1,VISm1,480149318,997/8/567/688/695/315/254/894/480149314/480149318/,1AA698
321,Medial visual area layer 2/3,VISm2/3,480149322,997/8/567/688/695/315/254/894/480149314/480149322/,1AA698
322,Medial visual area layer 4,VISm4,480149326,997/8/567/688/695/315/254/894/480149314/480149326/,1AA698
323,Medial visual arealayer 5,VISm5,480149330,997/8/567/688/695/315/254/894/480149314/480149330/,1AA698
324,Medial visual area layer 6a,VISm6a,480149334,997/8/567/688/695/315/254/894/480149314/480149334/,1AA698
325,Medial visual area layer 6b,VISm6b,480149338,997/8/567/688/695/315/254/894/480149314/480149338/,1AA698
326,Retrosplenial area dorsal part,RSPd,879,997/8/567/688/695/315/254/879/,1AA698
327,Retrosplenial area dorsal part layer 1,RSPd1,442,997/8/567/688/695/315/254/879/442/,1AA698
328,Retrosplenial area dorsal part layer 2/3,RSPd2/3,434,997/8/567/688/695/315/254/879/434/,1AA698
329,Retrosplenial area dorsal part layer 4,RSPd4,545,997/8/567/688/695/315/254/879/545/,1AA698
330,Retrosplenial area dorsal part layer 5,RSPd5,610,997/8/567/688/695/315/254/879/610/,1AA698
331,Retrosplenial area dorsal part layer 6a,RSPd6a,274,997/8/567/688/695/315/254/879/274/,1AA698
332,Retrosplenial area dorsal part layer 6b,RSPd6b,330,997/8/567/688/695/315/254/879/330/,1AA698
333,Retrosplenial area ventral part,RSPv,886,997/8/567/688/695/315/254/886/,1AA698
334,Retrosplenial area ventral part layer 1,RSPv1,542,997/8/567/688/695/315/254/886/542/,1AA698
335,Retrosplenial area ventral part layer 2,RSPv2,606,997/8/567/688/695/315/254/886/606/,1AA698
336,Retrosplenial area ventral part layer 2/3,RSPv2/3,430,997/8/567/688/695/315/254/886/430/,1AA698
337,Retrosplenial area ventral part layer 5,RSPv5,687,997/8/567/688/695/315/254/886/687/,1AA698
338,Retrosplenial area ventral part layer 6a,RSPv6a,590,997/8/567/688/695/315/254/886/590/,1AA698
339,Retrosplenial area ventral part layer 6b,RSPv6b,622,997/8/567/688/695/315/254/886/622/,1AA698
340,Posterior parietal association areas,PTLp,22,997/8/567/688/695/315/22/,009FAC
341,Posterior parietal association areas layer 1,PTLp1,532,997/8/567/688/695/315/22/532/,009FAC
342,Posterior parietal association areas layer 2/3,PTLp2/3,241,997/8/567/688/695/315/22/241/,009FAC
343,Posterior parietal association areas layer 4,PTLp4,635,997/8/567/688/695/315/22/635/,009FAC
344,Posterior parietal association areas layer 5,PTLp5,683,997/8/567/688/695/315/22/683/,009FAC
345,Posterior parietal association areas layer 6a,PTLp6a,308,997/8/567/688/695/315/22/308/,009FAC
346,Posterior parietal association areas layer 6b,PTLp6b,340,997/8/567/688/695/315/22/340/,009FAC
347,Anterior area,VISa,312782546,997/8/567/688/695/315/22/312782546/,009FAC
348,Anterior area layer 1,VISa1,312782550,997/8/567/688/695/315/22/312782546/312782550/,009FAC
349,Anterior area layer 2/3,VISa2/3,312782554,997/8/567/688/695/315/22/312782546/312782554/,009FAC
350,Anterior area layer 4,VISa4,312782558,997/8/567/688/695/315/22/312782546/312782558/,009FAC
351,Anterior area layer 5,VISa5,312782562,997/8/567/688/695/315/22/312782546/312782562/,009FAC
352,Anterior area layer 6a,VISa6a,312782566,997/8/567/688/695/315/22/312782546/312782566/,009FAC
353,Anterior area layer 6b,VISa6b,312782570,997/8/567/688/695/315/22/312782546/312782570/,009FAC
354,Rostrolateral visual area,VISrl,417,997/8/567/688/695/315/22/417/,009FAC
355,Rostrolateral area layer 1,VISrl1,312782604,997/8/567/688/695/315/22/417/312782604/,009FAC
356,Rostrolateral area layer 2/3,VISrl2/3,312782608,997/8/567/688/695/315/22/417/312782608/,009FAC
357,Rostrolateral area layer 4,VISrl4,312782612,997/8/567/688/695/315/22/417/312782612/,009FAC
358,Rostrolateral area layer 5,VISrl5,312782616,997/8/567/688/695/315/22/417/312782616/,009FAC
359,Rostrolateral area layer 6a,VISrl6a,312782620,997/8/567/688/695/315/22/417/312782620/,009FAC
360,Rostrolateral area layer 6b,VISrl6b,312782624,997/8/567/688/695/315/22/417/312782624/,009FAC
361,Temporal association areas,TEa,541,997/8/567/688/695/315/541/,15B0B3
362,Temporal association areas layer 1,TEa1,97,997/8/567/688/695/315/541/97/,15B0B3
363,Temporal association areas layer 2/3,TEa2/3,1127,997/8/567/688/695/315/541/1127/,15B0B3
364,Temporal association areas layer 4,TEa4,234,997/8/567/688/695/315/541/234/,15B0B3
365,Temporal association areas layer 5,TEa5,289,997/8/567/688/695/315/541/289/,15B0B3
366,Temporal association areas layer 6a,TEa6a,729,997/8/567/688/695/315/541/729/,15B0B3
367,Temporal association areas layer 6b,TEa6b,786,997/8/567/688/695/315/541/786/,15B0B3
368,Perirhinal area,PERI,922,997/8/567/688/695/315/922/,0
369,Perirhinal area layer 1,PERI1,540,997/8/567/688/695/315/922/540/,0
370,Perirhinal area layer 2/3,PERI2/3,888,997/8/567/688/695/315/922/888/,0
371,Perirhinal area layer 5,PERI5,692,997/8/567/688/695/315/922/692/,0
372,Perirhinal area layer 6a,PERI6a,335,997/8/567/688/695/315/922/335/,0
373,Perirhinal area layer 6b,PERI6b,368,997/8/567/688/695/315/922/368/,0
374,Ectorhinal area,ECT,895,997/8/567/688/695/315/895/,0D9F91
375,Ectorhinal area/Layer 1,ECT1,836,997/8/567/688/695/315/895/836/,0D9F91
376,Ectorhinal area/Layer 2/3,ECT2/3,427,997/8/567/688/695/315/895/427/,0D9F91
377,Ectorhinal area/Layer 5,ECT5,988,997/8/567/688/695/315/895/988/,0D9F91
378,Ectorhinal area/Layer 6a,ECT6a,977,997/8/567/688/695/315/895/977/,0D9F91
379,Ectorhinal area/Layer 6b,ECT6b,1045,997/8/567/688/695/315/895/1045/,0D9F91
380,Olfactory areas,OLF,698,997/8/567/688/695/698/,9AD2BD
381,Main olfactory bulb,MOB,507,997/8/567/688/695/698/507/,9AD2BD
382,Main olfactory bulb glomerular layer,MOBgl,212,997/8/567/688/695/698/507/212/,82C7AE
383,Main olfactory bulb granule layer,MOBgr,220,997/8/567/688/695/698/507/220/,82C7AE
384,Main olfactory bulb inner plexiform layer,MOBipl,228,997/8/567/688/695/698/507/228/,9AD2BD
385,Main olfactory bulb mitral layer,MOBmi,236,997/8/567/688/695/698/507/236/,82C7AE
386,Main olfactory bulb outer plexiform layer,MOBopl,244,997/8/567/688/695/698/507/244/,9AD2BD
387,Accessory olfactory bulb,AOB,151,997/8/567/688/695/698/151/,9DF0D2
388,Accessory olfactory bulb glomerular layer,AOBgl,188,997/8/567/688/695/698/151/188/,9DF0D2
389,Accessory olfactory bulb granular layer,AOBgr,196,997/8/567/688/695/698/151/196/,95E4C8
390,Accessory olfactory bulb mitral layer,AOBmi,204,997/8/567/688/695/698/151/204/,9DF0D2
391,Anterior olfactory nucleus,AON,159,997/8/567/688/695/698/159/,54BF94
392,Anterior olfactory nucleus dorsal part,AONd,167,997/8/567/688/695/698/159/167/,54BF94
393,Anterior olfactory nucleus external part,AONe,175,997/8/567/688/695/698/159/175/,54BF94
394,Anterior olfactory nucleus lateral part,AONl,183,997/8/567/688/695/698/159/183/,54BF94
395,Anterior olfactory nucleus medial part,AONm,191,997/8/567/688/695/698/159/191/,54BF94
396,Anterior olfactory nucleus posteroventral part,AONpv,199,997/8/567/688/695/698/159/199/,54BF94
397,Anterior olfactory nucleus layer 1,AON1,160,997/8/567/688/695/698/159/160/,54BF94
398,Anterior olfactory nucleus layer 2,AON2,168,997/8/567/688/695/698/159/168/,54BF94
399,Taenia tecta,TT,589,997/8/567/688/695/698/589/,62D09F
400,Taenia tecta dorsal part,TTd,597,997/8/567/688/695/698/589/597/,62D09F
401,Taenia tecta dorsal part layers 1-4,TTd1-4,297,997/8/567/688/695/698/589/597/297/,62D09F
402,Taenia tecta dorsal part layer 1,TTd1,1034,997/8/567/688/695/698/589/597/1034/,62D09F
403,Taenia tecta dorsal part layer 2,TTd2,1042,997/8/567/688/695/698/589/597/1042/,62D09F
404,Taenia tecta dorsal part layer 3,TTd3,1050,997/8/567/688/695/698/589/597/1050/,62D09F
405,Taenia tecta dorsal part layer 4,TTd4,1059,997/8/567/688/695/698/589/597/1059/,62D09F
406,Taenia tecta ventral part,TTv,605,997/8/567/688/695/698/589/605/,62D09F
407,Taenia tecta ventral part layers 1-3,TTv1-3,306,997/8/567/688/695/698/589/605/306/,62D09F
408,Taenia tecta ventral part layer 1,TTv1,1067,997/8/567/688/695/698/589/605/1067/,62D09F
409,Taenia tecta ventral part layer 2,TTv2,1075,997/8/567/688/695/698/589/605/1075/,62D09F
410,Taenia tecta ventral part layer 3,TTv3,1082,997/8/567/688/695/698/589/605/1082/,62D09F
411,Dorsal peduncular area,DP,814,997/8/567/688/695/698/814/,A4DAA4
412,Dorsal peduncular area layer 1,DP1,496,997/8/567/688/695/698/814/496/,A4DAA4
413,Dorsal peduncular area layer 2,DP2,535,997/8/567/688/695/698/814/535/,A4DAA4
414,Dorsal peduncular area layer 2/3,DP2/3,360,997/8/567/688/695/698/814/360/,A4DAA4
415,Dorsal peduncular area layer 5,DP5,646,997/8/567/688/695/698/814/646/,A4DAA4
416,Dorsal peduncular area layer 6a,DP6a,267,997/8/567/688/695/698/814/267/,A4DAA4
417,Piriform area,PIR,961,997/8/567/688/695/698/961/,6ACBBA
418,Piriform area layers 1-3,PIR1-3,152,997/8/567/688/695/698/961/152/,6ACBBA
419,Piriform area molecular layer,PIR1,276,997/8/567/688/695/698/961/276/,6ACBBA
420,Piriform area pyramidal layer,PIR2,284,997/8/567/688/695/698/961/284/,6ACBBA
421,Piriform area polymorph layer,PIR3,291,997/8/567/688/695/698/961/291/,6ACBBA
422,Nucleus of the lateral olfactory tract,NLOT,619,997/8/567/688/695/698/619/,95E4C8
423,Nucleus of the lateral olfactory tract layers 1-3,NLOT1-3,392,997/8/567/688/695/698/619/392/,95E4C8
424,Nucleus of the lateral olfactory tract molecular layer,NLOT1,260,997/8/567/688/695/698/619/260/,95E4C8
425,Nucleus of the lateral olfactory tract pyramidal layer,NLOT2,268,997/8/567/688/695/698/619/268/,95E4C8
426,Nucleus of the lateral olfactory tract layer 3,NLOT3,1139,997/8/567/688/695/698/619/1139/,95E4C8
427,Cortical amygdalar area,COA,631,997/8/567/688/695/698/631/,61E7B7
428,Cortical amygdalar area anterior part,COAa,639,997/8/567/688/695/698/631/639/,61E7B7
429,Cortical amygdalar area anterior part layer 1,COAa1,192,997/8/567/688/695/698/631/639/192/,61E7B7
430,Cortical amygdalar area anterior part layer 2,COAa2,200,997/8/567/688/695/698/631/639/200/,61E7B7
431,Cortical amygdalar area anterior part layer 3,COAa3,208,997/8/567/688/695/698/631/639/208/,61E7B7
432,Cortical amygdalar area posterior part,COAp,647,997/8/567/688/695/698/631/647/,61E7B7
433,Cortical amygdalar area posterior part lateral zone,COApl,655,997/8/567/688/695/698/631/647/655/,61E7B7
434,Cortical amygdalar area posterior part lateral zone layers 1-2,COApl1-2,584,997/8/567/688/695/698/631/647/655/584/,61E7B7
435,Cortical amygdalar area posterior part lateral zone layers 1-3,COApl1-3,376,997/8/567/688/695/698/631/647/655/376/,61E7B7
436,Cortical amygdalar area posterior part lateral zone layer 1,COApl1,216,997/8/567/688/695/698/631/647/655/216/,61E7B7
437,Cortical amygdalar area posterior part lateral zone layer 2,COApl2,224,997/8/567/688/695/698/631/647/655/224/,61E7B7
438,Cortical amygdalar area posterior part lateral zone layer 3,COApl3,232,997/8/567/688/695/698/631/647/655/232/,61E7B7
439,Cortical amygdalar area posterior part medial zone,COApm,663,997/8/567/688/695/698/631/647/663/,61E7B7
440,Cortical amygdalar area posterior part medial zone layers 1-2,COApm1-2,592,997/8/567/688/695/698/631/647/663/592/,61E7B7
441,Cortical amygdalar area posterior part medial zone layers 1-3,COApm1-3,383,997/8/567/688/695/698/631/647/663/383/,61E7B7
442,Cortical amygdalar area posterior part medial zone layer 1,COApm1,240,997/8/567/688/695/698/631/647/663/240/,61E7B7
443,Cortical amygdalar area posterior part medial zone layer 2,COApm2,248,997/8/567/688/695/698/631/647/663/248/,61E7B7
444,Cortical amygdalar area posterior part medial zone layer 3,COApm3,256,997/8/567/688/695/698/631/647/663/256/,61E7B7
445,Piriform-amygdalar area,PAA,788,997/8/567/688/695/698/788/,59DAAB
446,Piriform-amygdalar area layers 1-3,PAA1-3,400,997/8/567/688/695/698/788/400/,59DAAB
447,Piriform-amygdalar area molecular layer,PAA1,408,997/8/567/688/695/698/788/408/,59DAAB
448,Piriform-amygdalar area pyramidal layer,PAA2,416,997/8/567/688/695/698/788/416/,59DAAB
449,Piriform-amygdalar area polymorph layer,PAA3,424,997/8/567/688/695/698/788/424/,59DAAB
450,Postpiriform transition area,TR,566,997/8/567/688/695/698/566/,A8ECD3
451,Postpiriform transition area layers 1-3,TR1-3,517,997/8/567/688/695/698/566/517/,A8ECD3
452,Postpiriform transition area layers 1,TR1,1140,997/8/567/688/695/698/566/1140/,A8ECD3
453,Postpiriform transition area layers 2,TR2,1141,997/8/567/688/695/698/566/1141/,A8ECD3
454,Postpiriform transition area layers 3,TR3,1142,997/8/567/688/695/698/566/1142/,A8ECD3
455,Hippocampal formation,HPF,1089,997/8/567/688/695/1089/,7ED04B
456,Hippocampal region,HIP,1080,997/8/567/688/695/1089/1080/,7ED04B
457,Ammon's horn,CA,375,997/8/567/688/695/1089/1080/375/,7ED04B
458,Field CA1,CA1,382,997/8/567/688/695/1089/1080/375/382/,7ED04B
459,Field CA1 stratum lacunosum-moleculare,CA1slm,391,997/8/567/688/695/1089/1080/375/382/391/,7ED04B
460,Field CA1 stratum oriens,CA1so,399,997/8/567/688/695/1089/1080/375/382/399/,7ED04B
461,Field CA1 pyramidal layer,CA1sp,407,997/8/567/688/695/1089/1080/375/382/407/,66A83D
462,Field CA1 stratum radiatum,CA1sr,415,997/8/567/688/695/1089/1080/375/382/415/,7ED04B
463,Field CA2,CA2,423,997/8/567/688/695/1089/1080/375/423/,7ED04B
464,Field CA2 stratum lacunosum-moleculare,CA2slm,431,997/8/567/688/695/1089/1080/375/423/431/,7ED04B
465,Field CA2 stratum oriens,CA2so,438,997/8/567/688/695/1089/1080/375/423/438/,7ED04B
466,Field CA2 pyramidal layer,CA2sp,446,997/8/567/688/695/1089/1080/375/423/446/,66A83D
467,Field CA2 stratum radiatum,CA2sr,454,997/8/567/688/695/1089/1080/375/423/454/,7ED04B
468,Field CA3,CA3,463,997/8/567/688/695/1089/1080/375/463/,7ED04B
469,Field CA3 stratum lacunosum-moleculare,CA3slm,471,997/8/567/688/695/1089/1080/375/463/471/,7ED04B
470,Field CA3 stratum lucidum,CA3slu,479,997/8/567/688/695/1089/1080/375/463/479/,7ED04B
471,Field CA3 stratum oriens,CA3so,486,997/8/567/688/695/1089/1080/375/463/486/,7ED04B
472,Field CA3 pyramidal layer,CA3sp,495,997/8/567/688/695/1089/1080/375/463/495/,66A83D
473,Field CA3 stratum radiatum,CA3sr,504,997/8/567/688/695/1089/1080/375/463/504/,7ED04B
474,Dentate gyrus,DG,726,997/8/567/688/695/1089/1080/726/,7ED04B
475,Dentate gyrus molecular layer,DG-mo,10703,997/8/567/688/695/1089/1080/726/10703/,7ED04B
476,Dentate gyrus polymorph layer,DG-po,10704,997/8/567/688/695/1089/1080/726/10704/,7ED04B
477,Dentate gyrus granule cell layer,DG-sg,632,997/8/567/688/695/1089/1080/726/632/,66A83D
478,Dentate gyrus subgranular zone,DG-sgz,10702,997/8/567/688/695/1089/1080/726/10702/,7ED04B
479,Dentate gyrus crest,DGcr,734,997/8/567/688/695/1089/1080/726/734/,7ED04B
480,Dentate gyrus crest molecular layer,DGcr-mo,742,997/8/567/688/695/1089/1080/726/734/742/,7ED04B
481,Dentate gyrus crest polymorph layer,DGcr-po,751,997/8/567/688/695/1089/1080/726/734/751/,7ED04B
482,Dentate gyrus crest granule cell layer,DGcr-sg,758,997/8/567/688/695/1089/1080/726/734/758/,7ED04B
483,Dentate gyrus lateral blade,DGlb,766,997/8/567/688/695/1089/1080/726/766/,7ED04B
484,Dentate gyrus lateral blade molecular layer,DGlb-mo,775,997/8/567/688/695/1089/1080/726/766/775/,7ED04B
485,Dentate gyrus lateral blade polymorph layer,DGlb-po,782,997/8/567/688/695/1089/1080/726/766/782/,7ED04B
486,Dentate gyrus lateral blade granule cell layer,DGlb-sg,790,997/8/567/688/695/1089/1080/726/766/790/,7ED04B
487,Dentate gyrus medial blade,DGmb,799,997/8/567/688/695/1089/1080/726/799/,7ED04B
488,Dentate gyrus medial blade molecular layer,DGmb-mo,807,997/8/567/688/695/1089/1080/726/799/807/,7ED04B
489,Dentate gyrus medial blade polymorph layer,DGmb-po,815,997/8/567/688/695/1089/1080/726/799/815/,7ED04B
490,Dentate gyrus medial blade granule cell layer,DGmb-sg,823,997/8/567/688/695/1089/1080/726/799/823/,7ED04B
491,Fasciola cinerea,FC,982,997/8/567/688/695/1089/1080/982/,7ED04B
492,Induseum griseum,IG,19,997/8/567/688/695/1089/1080/19/,7ED04B
